Participant_ID,Course,Term_pre,Year_pre,Year_write_pre,Major_pre,Languages_pre,Born_US_pre,Age_move_US_pre,1st_gen_pre,1st_gen_write_pre,financial_aid_pre,financial_aid_write_pre,ethnicity_pre,Used_AI,Frequency_use_AI,Uses_of_AI_pre,Uses_of_AI_write_pre,Why_use_AI,Understand_limitations_pre,Valuable_part_process,Plagiarism,Drafts,Focus_drafts_pre,Focus_drafts_write,Feedback_feel_pre,Feedback_importance_pre,Preferred_feedback_pre,Preferred_feedback_write_pre,Advantages_AI_pre,Disadvantages_AI_pre,Year_post,Year_write_post,Major_post,Languages_post,Born_US_post,Age_move_US_post,Language_write_in,Language_write_in_other,1st_gen_post,1st_gen_write_post,financial_aid_post,financial_aid_write_post,ethnicity_post,Used_AI_post,Focus_drafts_post,Feedback_feel_post,Preferred_feedback_post,Preferred_feedback_write_post,peer_motivate_revise_post,AI_motivate_revise_post
P612,HSW,spring_24,3rd year,NA,Human Biology major,"English: advanced, Vietnamese: beginner",No,2 years old,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,2 = infrequently,Other,Ask AI for study strategies and ideas/ organize my notes,I use it because its a helpful resource for organizing my thoughts into sections.,Strongly agree,Neither agree nor disagree,Strongly agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",NA,No impact on confidence,Strongly agree,Both AI and peer feedback,NA,"I think the more feedback the better because it helps me think, whether or not it is correct / helpful feedback.","ChatGPT likes to make up information, which is why it is not reliable",3rd year,NA,human biology major,English: advanced Vietnamese: beginner,No,2 years old,English,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",No impact on confidence,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P613,PLA,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,NA,Computer Science,English: advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,"Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P614,HSW,spring_24,3rd year,NA,"Neurobiology, Physiology and Behavior","Vietnamese: advanced, English: Advanced",No,13 years old,No,NA,No,NA,Asian/Pacific Islander,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I typically use it to give me structure for my paragraphs or to rephrase and edit my sentences.,Strongly agree,Strongly agree,Somewhat disagree,Yes,"Editing for grammar and word choice,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,Somewhat agree,Both AI and peer feedback,NA,"Since AI is very robotic, it knows the standard grammar that will allow for better separation of sentences ( I tend to make my sentences way too long)","Sometimes, they go overboard with the vocabularies and the sentences just don't flow well.",3rd year,NA,"Neurobiology, Physiology and Behavior","English: Advanced, Vietnamese: Advance, Korean: Beginner",No,14 years old,"English,Other",Vietnamese,No,NA,No,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,Peer feedback,NA,Strongly agree,Strongly agree
P615,HSW,spring_24,2nd year,NA,Medical and Molecular Microbiology,"English advanced, Mandarin beginner",Yes,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,4 = frequently,Other,Advanced search options and answering questions,I use AI in order to improve upon the amount of information discussed in my paragraphs. I also use it to help me piece sentences together as I sometimes find trouble in transitioning between ideas.,Strongly agree,Strongly agree,Somewhat agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Strongly agree,Peer feedback,NA,"Using AI allows quick review and feedback from an artificial intelligence. This artificial intelligence can be considered as an ""internet-wide"" opinion, as AI often synthesizes its opinion based on the internet. It will also help with brainstorming ideas and opening up new things to discuss about.",Using AI is a shortcut which may further prevent me from creating paragraphs on my own without its help.,2nd year,NA,Medical and Molecular Microbiology,"english: advanced, mandarin: beginner",Yes,NA,English,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,No,NA,More confident about my writing,Peer feedback,NA,Strongly agree,Somewhat disagree
P617,PLA,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th year,NA,Political Science (Public Service) and Economics,English: advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,"Hispanic/Latinx/Chicanx,White/Caucasian",No,NA,More confident about my writing,AI and peer feedback used together,NA,Somewhat agree,Somewhat agree
P618,PLA,spring_24,4th year,NA,Pharmaceutical Chemistry,English: advanced,Yes,NA,No,NA,Yes,NA,African-American/Black,No,1 = never,I do not use AI Writing Tools,NA,NA,Somewhat agree,Somewhat disagree,Strongly agree,No,NA,NA,More confident about my writing,Strongly agree,Peer feedback,NA,Giving me new ideas of how to expand a topic.,Making sure not to copy and paste what the AI spits out.,4th year,NA,Pharmaceutical Chemistry,English: advanced,Yes,NA,English,NA,No,NA,Yes,NA,African-American/Black,No,NA,More confident about my writing,Peer feedback,NA,Strongly agree,Strongly agree
P619,PLA,spring_24,3rd year,NA,UPP,English,Yes,NA,No,NA,No,NA,"Asian/Pacific Islander,White/Caucasian",Yes,4 = frequently,"Writing (ask AI to write paragraphs),Revising (ask AI to revise your work)",NA,I use it to brainstorm words,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,NA,NA,More confident about my writing,Strongly agree,Peer feedback,NA,I think it gives out feedback quick,I think it dosent specifically know the limitations of what your doing sometimes,3rd year,NA,urban planning policy,english,Yes,NA,English,NA,No,NA,No,NA,White/Caucasian,Yes,Editing for grammar and word choice,More confident about my writing,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P622,PLA,spring_24,4th year,NA,Human Development,"English: Advanced, Spanish: Beginner",Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,No,1 = never,I do not use AI Writing Tools,NA,NA,Neither agree nor disagree,Somewhat agree,Strongly agree,No,NA,NA,No impact on confidence,Neither agree nor disagree,Other,NA,Grammar errors,Possibly suggestion wrong things or things that do not entirely make sense,4th year,NA,"Human Develop major, Sociology minor",English - advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,No,NA,Unsure,AI feedback,NA,Neither agree nor disagree,Neither agree nor disagree
P623,PLA,spring_24,5th year,NA,Cognitive Science/Linguistics,"English: advanced, Spanish: intermediate",Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,3 = neither frequently nor infrequently,"Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,"I want a different perspective rather than my own, so that I know others will be able to understand what I am writing about or explaining.",Somewhat agree,Strongly agree,Somewhat disagree,No,NA,NA,More confident about my writing,Strongly agree,Both AI and peer feedback,NA,Feedback from AI can help check to see if there are things you missed out when writing your paper.,It can focus on the wrong topics and even introduce new different topics that will completely miss the point of your paper.,5th year,NA,Cognitive Science/Linguistics,"English: advanced, Spanish: advanced",Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,No,NA,More confident about my writing,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P624,DSW,spring_24,2nd year,NA,MAJOR: Design; minor: art history,English: Advanced; Italian: Advanced; Spanish: intermediate,Yes,NA,No,NA,No,NA,White/Caucasian,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Writing (ask AI to write paragraphs),Revising (ask AI to revise your work)",NA,to help me get more research ideas that helps me create a more structured essay,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,Strongly agree,Both AI and peer feedback,NA,help organize and get more information,not plagiarizing too much,2nd year,NA,Major: Design; Minor: Art History,English: advanced; Italian: advance; Spanish: intermediate; French: beginner,Yes,NA,English,NA,No,NA,No,NA,White/Caucasian,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",No impact on confidence,Peer feedback,NA,Somewhat agree,Somewhat disagree
P625,PLA,spring_24,4th year,NA,sociology/administrative studies,English: advanced,Yes,NA,Yes,NA,Yes,NA,American Indian/Alaskan Native,No,1 = never,I do not use AI Writing Tools,NA,NA,Strongly agree,Somewhat agree,Neither agree nor disagree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions",NA,More confident about my writing,Strongly agree,Peer feedback,NA,grammar and clearness,non-opinionated,4th year,NA,Sociology/Admin studies,English: advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,American Indian/Alaskan Native,Yes,"Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,Peer feedback,NA,Somewhat agree,Somewhat agree
P629,FYW,spring_24,2nd year,NA,Nutrition,English intermediate,No,16,Yes,NA,Yes,NA,Asian/Pacific Islander,No,1 = never,I do not use AI Writing Tools,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,NA,NA,No impact on confidence,Somewhat agree,Both AI and peer feedback,NA,Logical checking,Wrong advice,2nd year,NA,biochem,"Chinese:advance , English?intermediate",No,17,English,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Checking citations,Improving use of evidence,Improving organization, flow, transitions",More confident about my writing,Peer feedback,NA,Somewhat agree,Neither agree nor disagree
P630,PLA,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th year,NA,WFCB,English: advanced,No,1 year old,English,NA,No,NA,Yes,NA,"Hispanic/Latinx/Chicanx,White/Caucasian",No,NA,More confident about my writing,Peer feedback,NA,Somewhat agree,Neither agree nor disagree
P631,PLA,spring_24,4th year,NA,Economics,English: advanced,Yes,NA,No,NA,No,NA,Asian/Pacific Islander,No,1 = never,I do not use AI Writing Tools,NA,NA,Strongly disagree,Strongly agree,Strongly agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Somewhat agree,Peer feedback,NA,Probably things like grammer and punctuation. Maybe writting topics as well.,"ChatGPT is AI, which means it doesn't have the human experience.",4th year,NA,Major:Economics Minor:None,English:advanced,Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P632,PLA,spring_24,Other,"Transfer, Junior",Clinical Nutrition,English,Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,2 = infrequently,"Feedback (ask AI to provide comments on your work),Writing (ask AI to write paragraphs)",NA,I use it as a supplement for google'ing questions I may have. As a means to neatly summarize the possible answers for the question(s) I'm curious to know the answer to.-,Strongly agree,Somewhat disagree,Strongly agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,Somewhat agree,Peer feedback,NA,"They could provide potentially useful insight in better punctuation, grammar, or spelling.","ChatGPT does not look up or provide citations, nor is it trying to provide you with the most correct response. It's simply trying to imitate that of a human's response with the information it's provided.",Other,Transfer junior,Clinical Nutrition,English Advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,Other,neither,Neither agree nor disagree,Neither agree nor disagree
P635,FYW,spring_24,2nd year,NA,Managerial Economics,"English: intermediate, Mandarin: advanced, Japanese: beginner",No,18 years old,Yes,NA,No,NA,International,Yes,3 = neither frequently nor infrequently,"Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I used AI to correct my grammar mistake or find more advance vocabulary to replace my original word choice.,Strongly agree,Somewhat agree,Somewhat agree,No,NA,NA,Less confident about my writing,Somewhat disagree,Both AI and peer feedback,NA,Using ChatGPT will mostly likely be considered as cheating,Their answers sometimes just don’t make sense to me,2nd year,NA,Managerial Economics,"English: Intermediate, Mandarin: Advanced, Japanese: Beginner",No,20 years old,Other,Mandarin,Yes,NA,No,NA,"Asian/Pacific Islander,International",No,NA,No impact on confidence,AI and peer feedback used together,NA,Somewhat agree,Somewhat agree
P639,BSW,spring_24,3rd year,NA,Man econ,English and Hindi (fluent in both),No,21,No,NA,Yes,NA,"Asian/Pacific Islander,International",Yes,2 = infrequently,Editing for Grammar/Clarity (ask AI to edit for grammar),NA,Usually to get the assignment completed on time,Somewhat agree,Somewhat agree,Somewhat agree,Yes,"Improving organization, flow, transitions",NA,More confident about my writing,Neither agree nor disagree,Both AI and peer feedback,NA,"It’s a better writer than most students, so there is more competency","It’s a machine at the end of the day, don’t know how well it can understand human emotions behind writing",3rd year,NA,man econ,english fluent,No,16,English,NA,Yes,NA,No,NA,Asian/Pacific Islander,Yes,Editing for grammar and word choice,NA,AI feedback,NA,Neither agree nor disagree,Somewhat agree
P642,FYW,spring_24,2nd year,NA,statistics,Chinese,No,19,No,NA,No,NA,Asian/Pacific Islander,Yes,2 = infrequently,"Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,NA,Strongly agree,Somewhat disagree,Somewhat agree,Yes,Editing for grammar and word choice,NA,More confident about my writing,Somewhat agree,Both AI and peer feedback,NA,quick and clear,Sometimes it will make mistakes,2nd year,NA,Statistic,Mandarin,No,21,Other,Mandarin,No,NA,No,NA,Asian/Pacific Islander,Yes,Editing for grammar and word choice,More confident about my writing,AI and peer feedback used together,NA,Neither agree nor disagree,Somewhat agree
